x,y,z
-136.582405,174.147719,1.639513
-136.864708,174.257696,1.639492
-137.147910,174.366472,1.639448
-137.431619,174.473939,1.639368
-137.715513,174.580015,1.639217
-137.999256,174.684612,1.639006
-138.282384,174.787629,1.638739
-138.564377,174.888995,1.638443
-138.844634,174.988741,1.637988
-139.122478,175.087029,1.637406
-139.397771,175.184495,1.636765
-139.670863,175.282118,1.636011
-139.941976,175.380658,1.635061
-140.211145,175.480802,1.634038
-140.478393,175.583665,1.633087
-140.743791,175.690369,1.632096
-141.007580,175.801341,1.630981
-141.270035,175.916741,1.629996
-141.531103,176.037240,1.629208
-141.790458,176.163685,1.628560
-142.047744,176.296560,1.628115
-142.302509,176.436261,1.627901
-142.554070,176.583286,1.627884
-142.801672,176.737986,1.628009
-143.044638,176.900532,1.628178
-143.282648,177.070537,1.627941
-143.516271,177.246027,1.627103
-143.746343,177.424117,1.626031
-143.973122,177.602564,1.624983
-144.197220,177.779461,1.624069
-144.420515,177.952656,1.623451
-144.645011,178.120181,1.623319
-144.872108,178.280221,1.623617
-145.102557,178.431677,1.623448
-145.335468,178.576068,1.622448
-145.568626,178.716645,1.621011
-145.800064,178.855799,1.619551
-146.028026,178.995224,1.618442
-146.250260,179.136338,1.617878
-146.464537,179.279924,1.617910
-146.669068,179.426503,1.618534
-146.899446,179.607328,1.619913
-147.111574,179.795195,1.621677
-147.304674,179.992025,1.623547
-147.478816,180.199328,1.625188
-147.634786,180.417915,1.626343
-147.773850,180.648011,1.626919
-147.897434,180.889462,1.626915
-148.006963,181.141763,1.626414
-148.103749,181.404181,1.625560
-148.188929,181.675990,1.624508
-148.263287,181.956541,1.623434
-148.327115,182.245276,1.622426
-148.372282,182.491805,1.621686
-148.410209,182.743404,1.620918
-148.441427,182.999669,1.620047
-148.466924,183.260171,1.619135
-148.487623,183.524561,1.618246
-148.504249,183.792607,1.617426
-148.517424,184.064190,1.616746
-148.527559,184.339375,1.616260
-148.534796,184.618411,1.615970
-148.539167,184.901629,1.615876
-148.540773,185.189381,1.615875
-148.540147,185.481662,1.615818
-148.538249,185.777897,1.615684
-148.535934,186.077424,1.615465
-148.533846,186.379731,1.615219
-148.532551,186.684274,1.614966
-148.532475,186.990501,1.614754
-148.534013,187.297954,1.614612
-148.537660,187.606242,1.614532
-148.543761,187.915030,1.614503
-148.552384,188.224089,1.614450
-148.563416,188.533330,1.614283
-148.576584,188.842280,1.613975
-148.591386,189.148811,1.613582
-148.607224,189.449735,1.613301
-148.623523,189.742646,1.612876
-148.639705,190.026826,1.611914
-148.655052,190.303580,1.610617
-148.668946,190.574944,1.609066
-148.681105,190.842554,1.607358
-148.691770,191.108087,1.605644
-148.702004,191.373128,1.604217
-148.713051,191.638785,1.603131
-148.725775,191.905853,1.602364
-148.740632,192.175041,1.601923
-148.757522,192.446850,1.601750
-148.775731,192.721511,1.601776
-148.794455,192.999183,1.601962
-148.813288,193.280018,1.602270
-148.831989,193.564076,1.602672
-148.850338,193.851343,1.603092
-148.868165,194.141493,1.603458
-148.885117,194.433824,1.603761
-148.900660,194.727557,1.604007
-148.914334,195.021968,1.604212
-148.925893,195.316417,1.604385
-148.935246,195.610312,1.604525
-148.942482,195.903088,1.604633
-148.947749,196.194132,1.604719
-148.951137,196.482820,1.604791
-148.952733,196.768657,1.604856
-148.952655,197.051237,1.604913
-148.951058,197.330212,1.604947
-148.948149,197.605662,1.604903
-148.944146,197.878636,1.604786
-148.939294,198.150520,1.604646
-148.933935,198.422310,1.604515
-148.928447,198.694858,1.604424
-148.923176,198.968889,1.604361
-148.918437,199.244804,1.604354
-148.914510,199.523006,1.604354
-148.911513,199.803700,1.604333
-148.909511,200.086889,1.604310
-148.908740,200.372783,1.604290
-148.909307,200.661559,1.604235
-148.910989,200.953083,1.604144
-148.913615,201.247115,1.604015
-148.917223,201.543399,1.603854
-148.921720,201.841595,1.603673
-148.926792,202.141341,1.603490
-148.932183,202.442374,1.603321
-148.937734,202.744488,1.603163
-148.943269,203.047362,1.603015
-148.948619,203.350608,1.602895
-148.953587,203.654043,1.602812
-148.957887,203.957638,1.602761
-148.961133,204.261333,1.602717
-148.962843,204.565069,1.602690
-148.962493,204.868767,1.602674
-148.959588,205.172367,1.602686
-148.953678,205.475820,1.602711
-148.944265,205.778937,1.602751
-148.930769,206.081466,1.602777
-148.912495,206.383191,1.602736
-148.888554,206.683886,1.602752
-148.858030,206.983323,1.602878
-148.820180,207.281401,1.603059
-148.774582,207.578273,1.603250
-148.721131,207.874086,1.603370
-148.659921,208.168817,1.603379
-148.591320,208.462510,1.603227
-148.516015,208.755336,1.602925
-148.434844,209.047437,1.602500
-148.348778,209.338918,1.601923
-148.259161,209.629835,1.601221
-148.167472,209.920175,1.600522
-148.074811,210.209909,1.599908
-147.981964,210.499035,1.599415
-147.889534,210.787432,1.599029
-147.798035,211.074463,1.598753
-147.707851,211.359816,1.598591
-147.619220,211.643951,1.598529
-147.532334,211.927176,1.598551
-147.447301,212.209610,1.598644
-147.364136,212.491584,1.598789
-147.282869,212.773375,1.598970
-147.203570,213.055081,1.599178
-147.126313,213.336832,1.599398
-147.051176,213.618781,1.599578
-146.978258,213.901023,1.599720
-146.907606,214.183714,1.599812
-146.839211,214.467072,1.599868
-146.773081,214.751254,1.599918
-146.709271,215.036347,1.599960
-146.647875,215.322406,1.599989
-146.588989,215.609448,1.600011
-146.532704,215.897457,1.600019
-146.479108,216.186332,1.600004
-146.428289,216.475895,1.599972
-146.380304,216.766081,1.599935
-146.335024,217.057090,1.599896
-146.292050,217.349370,1.599862
-146.250952,217.643387,1.599843
-146.211456,217.939461,1.599809
-146.173650,218.237387,1.599711
-146.137923,218.536491,1.599573
-146.104565,218.836189,1.599418
-146.073565,219.136228,1.599259
-146.044560,219.436639,1.599109
-146.017317,219.737474,1.598990
-145.992214,220.038608,1.598901
-145.969794,220.339796,1.598838
-145.950394,220.640740,1.598765
-145.934406,220.941043,1.598683
-145.922458,221.240338,1.598692
-145.915651,221.538520,1.598826
-145.915331,221.835536,1.599074
-145.922571,222.131199,1.599477
-145.938350,222.425186,1.600079
-145.963813,222.717039,1.600810
-145.999852,223.006442,1.601550
-146.046837,223.293366,1.602180
-146.104640,223.577782,1.602544
-146.172670,223.859571,1.602631
-146.250259,224.138672,1.602499
-146.336857,224.415064,1.602171
-146.431860,224.688711,1.601694
-146.534604,224.959596,1.601137
-146.644505,225.227732,1.600546
-146.761041,225.493137,1.599953
-146.883704,225.755829,1.599390
-147.012033,226.015844,1.598879
-147.145616,226.273221,1.598431
-147.284069,226.528004,1.598055
-147.427046,226.780244,1.597752
-147.574238,227.029994,1.597519
-147.725369,227.277314,1.597350
-147.880187,227.522264,1.597237
-148.038428,227.764865,1.597161
-148.199816,228.005116,1.597121
-148.364148,228.243351,1.597081
-148.531066,228.480121,1.597043
-148.700226,228.715680,1.597040
-148.871570,228.949936,1.597070
-149.045091,229.182815,1.597124
-149.220697,229.414290,1.597201
-149.398355,229.644242,1.597294
-149.578076,229.872560,1.597393
-149.759842,230.099216,1.597484
-149.943543,230.324287,1.597553
-150.128964,230.548160,1.597596
-150.315856,230.771302,1.597619
-150.504026,230.993977,1.597633
-150.693412,231.216197,1.597642
-150.884079,231.437751,1.597648
-151.076100,231.658400,1.597655
-151.269531,231.877952,1.597670
-151.464410,232.096237,1.597685
-151.660658,232.313244,1.597693
-151.858100,232.529287,1.597699
-152.056615,232.744778,1.597703
-152.256096,232.959950,1.597707
-152.456477,233.174821,1.597714
-152.657828,233.389164,1.597727
-152.860258,233.602694,1.597747
-153.063798,233.815252,1.597773
-153.268379,234.026942,1.597799
-153.473866,234.238049,1.597825
-153.680119,234.448807,1.597848
-153.887033,234.659350,1.597872
-154.094635,234.869595,1.597892
-154.303036,235.079233,1.597907
-154.512285,235.288062,1.597918
-154.722319,235.496228,1.597927
-154.933028,235.703991,1.597935
-155.144325,235.911521,1.597948
-155.356117,236.118991,1.597967
-155.568330,236.326521,1.597986
-155.780991,236.533913,1.598001
-155.994217,236.740753,1.598017
-156.208129,236.946756,1.598036
-156.422773,237.151824,1.598056
-156.638081,237.356114,1.598080
-156.853948,237.559914,1.598108
-157.070282,237.763464,1.598145
-157.286985,237.966979,1.598190
-157.503956,238.170669,1.598243
-157.721113,238.374690,1.598298
-157.938405,238.579052,1.598341
-158.155875,238.783483,1.598374
-158.373594,238.987774,1.598405
-158.591503,239.192082,1.598433
-158.809510,239.396591,1.598457
-159.027572,239.601374,1.598483
-159.245633,239.806556,1.598510
-159.463609,240.012281,1.598538
-159.681438,240.218623,1.598569
-159.899052,240.425627,1.598601
-160.116365,240.633326,1.598632
-160.333308,240.841718,1.598662
-160.549833,241.050783,1.598689
-160.765902,241.260494,1.598712
-160.981489,241.470805,1.598731
-161.196591,241.681656,1.598749
-161.411215,241.892984,1.598767
-161.625387,242.104715,1.598786
-161.839148,242.316778,1.598805
-162.052559,242.529111,1.598824
-162.265685,242.741636,1.598841
-162.478599,242.954270,1.598859
-162.691389,243.166979,1.598876
-162.904122,243.379733,1.598891
-163.116845,243.592486,1.598904
-163.329594,243.805223,1.598916
-163.542392,244.017944,1.598927
-163.755243,244.230668,1.598938
-163.968127,244.443446,1.598949
-164.180982,244.656329,1.598961
-164.393754,244.869370,1.598976
-164.606420,245.082627,1.598990
-164.818947,245.296136,1.599003
-165.031293,245.509926,1.599016
-165.243423,245.724035,1.599030
-165.455309,245.938492,1.599046
-165.666915,246.153332,1.599065
-165.878200,246.368609,1.599088
-166.089128,246.584368,1.599113
-166.299673,246.800635,1.599141
-166.509806,247.017421,1.599169
-166.719512,247.234717,1.599201
-166.928804,247.452549,1.599236
-167.137690,247.670940,1.599270
-167.346177,247.889867,1.599305
-167.554292,248.109298,1.599339
-167.762073,248.329199,1.599373
-167.969555,248.549522,1.599405
-168.176774,248.770216,1.599434
-168.383802,248.991147,1.599450
-168.590852,249.211885,1.599454
-168.798180,249.431959,1.599459
-169.005842,249.651372,1.599469
-169.213807,249.870287,1.599484
-169.422096,250.088723,1.599503
-169.630705,250.306730,1.599527
-169.839600,250.524420,1.599552
-170.048770,250.741835,1.599579
-170.258219,250.958993,1.599607
-170.467933,251.175934,1.599633
-170.677869,251.392659,1.599655
-170.888011,251.609155,1.599682
-171.098419,251.825488,1.599708
-171.309111,252.041681,1.599731
-171.520061,252.257714,1.599753
-171.731262,252.473609,1.599774
-171.942710,252.689389,1.599791
-172.154395,252.905036,1.599806
-172.366316,253.120524,1.599820
-172.578481,253.335840,1.599831
-172.790893,253.550965,1.599841
-173.003554,253.765889,1.599849
-173.216456,253.980605,1.599855
-173.429592,254.195091,1.599860
-173.642944,254.409321,1.599862
-173.856505,254.623273,1.599865
-174.070320,254.836942,1.599870
-174.284440,255.050306,1.599875
-174.498910,255.263336,1.599883
-174.713804,255.475998,1.599891
-174.929193,255.688232,1.599900
-175.145133,255.899990,1.599912
-175.361709,256.111263,1.599926
-175.579011,256.322027,1.599940
-175.797110,256.532184,1.599951
-176.016065,256.741548,1.599961
-176.235930,256.949942,1.599969
-176.456755,257.157271,1.599979
-176.678595,257.363528,1.599990
-176.901518,257.568704,1.600002
-177.125586,257.772650,1.600015
-177.350870,257.975156,1.600032
-177.577471,258.176027,1.600055
-177.805495,258.375057,1.600083
-178.035042,258.572035,1.600117
-178.266214,258.766773,1.600156
-178.499079,258.959083,1.600195
-178.733641,259.148765,1.600228
-178.969873,259.335688,1.600252
-179.207741,259.519810,1.600264
-179.447171,259.701137,1.600258
-179.688066,259.879710,1.600242
-179.930427,260.055685,1.600207
-180.174144,260.229266,1.600143
-180.418931,260.400718,1.600052
-180.664503,260.570432,1.599946
-180.910626,260.738818,1.599836
-181.157100,260.906242,1.599735
-181.403795,261.073089,1.599656
-181.650708,261.239831,1.599605
-181.897821,261.406943,1.599572
-182.144973,261.574781,1.599563
-182.392058,261.743608,1.599571
-182.639053,261.913538,1.599571
-182.885916,262.084346,1.599555
-183.132641,262.255600,1.599528
-183.379264,262.426956,1.599500
-183.625793,262.598246,1.599480
-183.872196,262.769548,1.599472
-184.118444,262.941048,1.599471
-184.364394,263.112790,1.599438
-184.609465,263.284462,1.599391
-184.853369,263.455971,1.599359
-185.096388,263.627602,1.599338
-185.338654,263.799459,1.599329
-185.580174,263.971536,1.599340
-185.821120,264.143955,1.599365
-186.061643,264.316822,1.599395
-186.301766,264.490143,1.599432
-186.541528,264.663945,1.599473
-186.780989,264.838271,1.599514
-187.020165,265.013128,1.599554
-187.259071,265.188487,1.599587
-187.497765,265.364149,1.599605
-187.736333,265.539800,1.599621
-187.974821,265.715429,1.599642
-188.213241,265.891233,1.599665
-188.451606,266.067303,1.599691
-188.689920,266.243715,1.599720
-188.928180,266.420550,1.599741
-189.166428,266.597616,1.599749
-189.404763,266.774523,1.599751
-189.643293,266.950997,1.599753
-189.882112,267.126908,1.599759
-190.121250,267.302333,1.599767
-190.360653,267.477557,1.599778
-190.600256,267.652841,1.599792
-190.840005,267.828378,1.599809
-191.079853,268.004276,1.599818
-191.319813,268.180350,1.599816
-191.559933,268.356243,1.599806
-191.800244,268.531708,1.599798
-192.040777,268.706734,1.599793
-192.281496,268.881534,1.599792
-192.522330,269.056362,1.599797
-192.763230,269.231418,1.599807
-193.004150,269.406882,1.599819
-193.245060,269.582792,1.599821
-193.485997,269.758873,1.599813
-193.727030,269.934769,1.599800
-193.968200,270.110269,1.599788
-194.209507,270.285384,1.599781
-194.450905,270.460342,1.599779
-194.692341,270.635386,1.599783
-194.933768,270.810697,1.599793
-195.175143,270.986431,1.599804
-195.416458,271.162560,1.599803
-195.657767,271.338763,1.599794
-195.899136,271.514703,1.599781
-196.140605,271.690204,1.599771
-196.382171,271.865329,1.599767
-196.623787,272.040328,1.599767
-196.865405,272.215428,1.599774
-197.106982,272.390806,1.599787
-197.348480,272.566607,1.599797
-197.589904,272.742741,1.599796
-197.831318,272.918860,1.599787
-198.072784,273.094654,1.599776
-198.314328,273.269980,1.599766
-198.555926,273.444946,1.599764
-198.797551,273.619826,1.599767
-199.039170,273.794839,1.599776
-199.280740,273.970152,1.599791
-199.522221,274.145922,1.599805
-199.763613,274.322108,1.599807
-200.004972,274.498370,1.599798
-200.246362,274.674378,1.599788
-200.487811,274.850028,1.599780
-200.729296,275.025467,1.599778
-200.970775,275.200913,1.599780
-201.212190,275.376525,1.599786
-201.453482,275.552455,1.599800
-201.694653,275.728889,1.599819
-201.935698,275.905945,1.599837
-202.176582,276.083638,1.599848
-202.417325,276.261788,1.599843
-202.658006,276.439998,1.599826
-202.898684,276.617922,1.599807
-203.139379,276.795475,1.599793
-203.380061,276.972817,1.599780
-203.620602,277.150069,1.599763
-203.860884,277.327312,1.599765
-204.101052,277.504854,1.599774
-204.341166,277.682914,1.599783
-204.581136,277.861515,1.599795
-204.820978,278.040598,1.599796
-205.060780,278.219850,1.599783
-205.300608,278.398853,1.599766
-205.540523,278.577402,1.599754
-205.780530,278.755608,1.599746
-206.020578,278.933689,1.599745
-206.260625,279.111827,1.599751
-206.500636,279.290196,1.599763
-206.740574,279.468944,1.599774
-206.980440,279.648008,1.599774
-207.220294,279.827044,1.599766
-207.460203,280.005721,1.599756
-207.700189,280.183931,1.599750
-207.940234,280.361823,1.599748
-208.180293,280.539620,1.599750
-208.420288,280.717471,1.599755
-208.660151,280.895538,1.599770
-208.899897,281.074041,1.599789
-209.139502,281.253108,1.599807
-209.378917,281.432721,1.599814
-209.618170,281.612641,1.599809
-209.857316,281.792522,1.599795
-210.096380,281.972120,1.599781
-210.335372,282.151388,1.599772
-210.574277,282.330511,1.599770
-210.813048,282.509712,1.599772
-211.051623,282.689152,1.599784
-211.290006,282.869038,1.599805
-211.528199,283.049564,1.599827
-211.766166,283.230805,1.599844
-212.003900,283.412631,1.599845
-212.241427,283.594730,1.599834
-212.478771,283.776798,1.599813
-212.715954,283.958529,1.599786
-212.953007,284.139524,1.599757
-213.189964,284.319430,1.599734
-213.426859,284.498014,1.599720
-213.663740,284.675093,1.599715
-213.900659,284.850523,1.599718
-214.137674,285.024224,1.599727
-214.374853,285.196148,1.599743
-214.612272,285.366257,1.599763
-214.850000,285.534547,1.599785
-215.088102,285.701051,1.599808
-215.326640,285.865814,1.599831
-215.565668,286.028886,1.599852
-215.805233,286.190332,1.599872
-216.045372,286.350234,1.599889
-216.286107,286.508679,1.599903
-216.527453,286.665753,1.599914
-216.769418,286.821543,1.599923
-217.012005,286.976129,1.599929
-217.255206,287.129593,1.599932
-217.499012,287.282014,1.599934
-217.743415,287.433458,1.599935
-217.988412,287.583970,1.599935
-218.234002,287.733584,1.599935
-218.480188,287.882322,1.599935
-218.726969,288.030194,1.599932
-218.974345,288.177193,1.599865
-219.222295,288.323384,1.599526
-219.470785,288.469105,1.598518
-219.719816,288.614719,1.596519
-219.969458,288.760116,1.593348
-220.219802,288.905021,1.588917
-220.470909,289.049316,1.583217
-220.722838,289.192829,1.576306
-220.975658,289.335281,1.568276
-221.229418,289.476460,1.559233
-221.484135,289.616319,1.549271
-221.739789,289.755144,1.538480
-221.996337,289.893393,1.526974
-222.253727,290.031395,1.514880
-222.511916,290.169405,1.502330
-222.770864,290.307670,1.489456
-223.030531,290.446355,1.476386
-223.290878,290.585542,1.463244
-223.551857,290.725288,1.450149
-223.813419,290.865620,1.437209
-224.075521,291.006523,1.424524
-224.338149,291.147975,1.412184
-224.601320,291.289949,1.400257
-224.865000,291.432382,1.388805
-225.129126,291.575183,1.377884
-225.393650,291.718268,1.367531
-225.658496,291.861533,1.357777
-225.923570,292.004842,1.348644
-226.188840,292.148082,1.340157
-226.454307,292.291212,1.332634
-226.719947,292.434254,1.326450
-226.985738,292.577270,1.321941
-227.251652,292.720358,1.319303
-227.517633,292.863639,1.318344
-227.783604,293.007233,1.318714
-228.049424,293.151031,1.320079
-228.314981,293.294688,1.322076
-228.580267,293.437877,1.324444
-228.845122,293.580184,1.327121
-229.108800,293.720791,1.330076
-229.370347,293.858768,1.333317
-229.629236,293.993290,1.336810
-229.886028,294.123252,1.340442
-230.142127,294.247307,1.344098
-230.398745,294.364359,1.347458
-230.656697,294.473817,1.350251
-230.916607,294.575836,1.352506
-231.178836,294.671086,1.353939
-231.443601,294.760275,1.354331
-231.711076,294.844164,1.354140
-231.981242,294.923632,1.353581
-232.253906,294.999442,1.352711
-232.528822,295.072243,1.351720
-232.805712,295.142582,1.350749
-233.084267,295.210808,1.349847
-233.364234,295.277093,1.349023
-233.645371,295.341564,1.348286
-233.927478,295.404348,1.347646
-234.210480,295.465560,1.347086
-234.494315,295.525388,1.346598
-234.778958,295.584214,1.346179
-235.064468,295.642440,1.345822
-235.350870,295.700335,1.345521
-235.638137,295.758104,1.345281
-235.926316,295.815921,1.345092
-236.215428,295.873866,1.344940
-236.505396,295.931941,1.344826
-236.796205,295.990147,1.344745
-237.087874,296.048468,1.344687
-237.380373,296.106865,1.344654
-237.673707,296.165301,1.344638
-237.967868,296.223724,1.344634
-238.262811,296.282071,1.344641
-238.558471,296.340288,1.344655
-238.854757,296.398319,1.344673
-239.151572,296.456100,1.344696
-239.448813,296.513568,1.344720
-239.746362,296.570664,1.344755
-240.044200,296.627336,1.344798
-240.342323,296.683517,1.344847
-240.640685,296.739129,1.344901
-240.939282,296.794112,1.344962
-241.238161,296.848406,1.345023
-241.537330,296.901921,1.345085
-241.836797,296.954566,1.345148
-242.136610,297.006256,1.345206
-242.436758,297.056889,1.345255
-242.737206,297.106354,1.345305
-243.038077,297.154606,1.345349
-243.339426,297.201622,1.345381
-243.641202,297.247342,1.345407
-243.943418,297.291729,1.345426
-244.246122,297.334776,1.345437
-244.549320,297.376459,1.345439
-244.852984,297.416750,1.345431
-245.157082,297.455652,1.345416
-245.461600,297.493166,1.345393
-245.766517,297.529267,1.345371
-246.071885,297.563940,1.345347
-246.377739,297.597184,1.345323
-246.684073,297.628989,1.345301
-246.990902,297.659350,1.345281
-247.298245,297.688269,1.345263
-247.606113,297.715753,1.345247
-247.914504,297.741819,1.345228
-248.223370,297.766499,1.345210
-248.532678,297.789824,1.345195
-248.842463,297.811813,1.345186
-249.152776,297.832485,1.345178
-249.463590,297.851850,1.345170
-249.774850,297.869929,1.345161
-250.086527,297.886746,1.345154
-250.398613,297.902338,1.345144
-250.648554,297.913956,1.345137
-250.898721,297.924830,1.345131
-251.149109,297.934965,1.345127
-251.399726,297.944377,1.345110
-251.650389,297.953093,1.345035
-251.900554,297.961140,1.344938
-252.212253,297.970293,1.344834
-252.523365,297.978458,1.344742
-252.834152,297.985625,1.344666
-253.144518,297.991763,1.344625
-253.454667,297.996845,1.344609
-253.764845,298.000881,1.344608
-254.075104,298.003891,1.344620
-254.385485,298.005883,1.344645
-254.696099,298.006889,1.344673
-255.006990,298.006970,1.344705
-255.318203,298.006179,1.344743
-255.629838,298.004551,1.344781
-255.941954,298.002138,1.344815
-256.191995,297.999682,1.344841
-256.442363,297.996783,1.344866
-256.693083,297.993460,1.344885
-256.944150,297.989732,1.344897
-257.195529,297.985612,1.344908
-257.447230,297.981116,1.344917
-257.699255,297.976242,1.344909
-257.951466,297.970908,1.344885
-258.203635,297.964947,1.344854
-258.455674,297.958266,1.344829
-258.707705,297.950915,1.344809
-258.959865,297.942974,1.344793
-259.212203,297.934467,1.344780
-259.464738,297.925407,1.344775
-259.717537,297.915855,1.344773
-259.970643,297.905866,1.344760
-260.223928,297.895373,1.344732
-260.477132,297.884171,1.344694
-260.730003,297.872064,1.344653
-260.982366,297.858928,1.344615
-261.234110,297.844652,1.344591
-261.485197,297.829098,1.344578
-261.735615,297.812139,1.344575
-261.985343,297.793693,1.344581
-262.296498,297.768447,1.344599
-262.606551,297.740660,1.344628
-262.915616,297.710247,1.344658
-263.223775,297.677209,1.344681
-263.531068,297.641634,1.344695
-263.837608,297.603670,1.344696
-264.143501,297.563510,1.344682
-264.448749,297.521379,1.344643
-264.753303,297.477736,1.344552
-265.057196,297.433644,1.344429
-265.360476,297.389935,1.344310
-265.663036,297.346629,1.344206
-265.964807,297.304309,1.344131
-266.265903,297.264089,1.344050
-266.566333,297.225920,1.343945
-266.865979,297.188975,1.343848
-267.164813,297.152831,1.343766
-267.462863,297.117141,1.343700
-267.760083,297.081356,1.343654
-268.056393,297.045107,1.343631
-268.351793,297.008203,1.343634
-268.646345,296.970417,1.343653
-268.940056,296.931672,1.343664
-269.232995,296.892617,1.343657
-269.525387,296.854541,1.343659
-269.817427,296.818530,1.343705
-270.109238,296.785388,1.343818
-270.400922,296.755903,1.343985
-270.692585,296.730668,1.344177
-270.984242,296.709988,1.344383
-271.275879,296.694099,1.344586
-271.567520,296.683172,1.344741
-271.859135,296.676990,1.344741
-272.150709,296.674552,1.344584
-272.442296,296.674582,1.344342
-272.733888,296.676119,1.344070
-273.025490,296.678318,1.343809
-273.317098,296.680405,1.343587
-273.608684,296.681828,1.343413
-273.900181,296.682205,1.343287
-274.191556,296.681231,1.343204
-274.482784,296.678689,1.343155
-274.773821,296.674423,1.343132
-275.064617,296.668317,1.343132
-275.355184,296.660301,1.343143
-275.645486,296.650356,1.343159
-275.935449,296.638494,1.343172
-276.225075,296.624759,1.343186
-276.514425,296.609215,1.343195
-276.803499,296.591935,1.343203
-277.092324,296.572985,1.343210
-277.380932,296.552436,1.343213
-277.669302,296.530374,1.343212
-277.957419,296.506932,1.343191
-278.245311,296.482701,1.343135
-278.533061,296.458866,1.343063
-278.820747,296.436099,1.342989
-279.108382,296.414202,1.342933
-279.396007,296.393656,1.342898
-279.683624,296.375457,1.342836
-279.971207,296.359434,1.342736
-280.258811,296.344680,1.342634
-280.546478,296.330727,1.342538
-280.834178,296.317192,1.342452
-281.121895,296.303482,1.342388
-281.409617,296.289190,1.342342
-281.697258,296.274112,1.342321
-281.984794,296.258022,1.342322
-282.272270,296.240735,1.342335
-282.559676,296.222228,1.342340
-282.847006,296.203002,1.342317
-283.134302,296.184246,1.342288
-283.421610,296.167127,1.342288
-283.708965,296.152482,1.342348
-283.996418,296.141098,1.342462
-284.283963,296.133650,1.342606
-284.571499,296.130521,1.342753
-284.858948,296.131775,1.342823
-285.146463,296.136764,1.342749
-285.434189,296.144296,1.342584
-285.722115,296.153412,1.342390
-286.010288,296.163387,1.342196
-286.298762,296.173484,1.342020
-286.587462,296.183103,1.341881
-286.876341,296.191846,1.341782
-287.165390,296.199399,1.341721
-287.454578,296.205511,1.341690
-287.743868,296.210023,1.341683
-288.033218,296.212829,1.341695
-288.322592,296.213859,1.341718
-288.611961,296.213097,1.341748
-288.901291,296.210577,1.341783
-289.190567,296.206348,1.341819
-289.479757,296.200471,1.341854
-289.768851,296.193022,1.341883
-290.057892,296.184083,1.341905
-290.346843,296.173742,1.341916
-290.635613,296.162097,1.341927
-290.924256,296.149215,1.341940
-291.212848,296.135122,1.341949
-291.501349,296.119915,1.341937
-291.789708,296.104234,1.341896
-292.077912,296.089237,1.341852
-292.365952,296.075867,1.341832
-292.653800,296.064744,1.341854
-292.941415,296.056442,1.341897
-293.228759,296.051182,1.341894
-293.515902,296.048344,1.341830
-293.802964,296.046985,1.341734
-294.089985,296.046431,1.341630
-294.377007,296.046084,1.341538
-294.664103,296.045345,1.341464
-294.951277,296.043813,1.341414
-295.238521,296.041248,1.341388
-295.525838,296.037439,1.341375
-295.813154,296.032256,1.341370
-296.100365,296.025661,1.341370
-296.387447,296.017648,1.341378
-296.674498,296.008308,1.341367
-296.961527,295.998238,1.341329
-297.248540,295.988537,1.341292
-297.535620,295.980191,1.341280
-297.822796,295.973955,1.341314
-298.110053,295.970544,1.341390
-298.397363,295.970534,1.341497
-298.684715,295.974310,1.341627
-298.972105,295.982171,1.341762
-299.259483,295.994346,1.341891
-299.546823,296.010978,1.342003
-299.834111,296.032120,1.342085
-300.121364,296.057691,1.342112
-300.408851,296.087306,1.342072
-300.697050,296.120315,1.341975
-300.986244,296.156124,1.341847
-301.276588,296.194272,1.341671
-301.568263,296.234366,1.341437
-301.861152,296.276397,1.341219
-302.154736,296.321559,1.341050
-302.448387,296.371592,1.340975
-302.741504,296.427795,1.341109
-303.033461,296.491220,1.341617
-303.323709,296.562514,1.342722
-303.611828,296.641841,1.344672
-303.897377,296.729256,1.347528
-304.179940,296.824835,1.351073
-304.459193,296.928581,1.355016
-304.734855,297.040348,1.359099
-305.006745,297.159935,1.363120
-305.274766,297.287125,1.366913
-305.538820,297.421636,1.370367
-305.798862,297.563148,1.373454
-306.054846,297.711338,1.376389
-306.306734,297.865871,1.379464
-306.554532,298.026421,1.382910
-306.798239,298.192625,1.386784
-307.037842,298.364122,1.390938
-307.273369,298.540650,1.395162
-307.504841,298.721955,1.399279
-307.732275,298.907799,1.403152
-307.955705,299.097989,1.406683
-308.175289,299.292239,1.409926
-308.391595,299.490020,1.413095
-308.605372,299.690714,1.416418
-308.817232,299.893711,1.419918
-309.027800,300.098268,1.423477
-309.237740,300.303577,1.426983
-309.447534,300.508990,1.430336
-309.657464,300.714136,1.433470
-309.867751,300.919025,1.436320
-310.078506,301.123799,1.438842
-310.289780,301.328467,1.441007
-310.501708,301.532811,1.442870
-310.714453,301.736546,1.444633
-310.928083,301.939528,1.446505
-311.142506,302.141889,1.448617
-311.357540,302.343905,1.450934
-311.573052,302.545842,1.453343
-311.788988,302.747804,1.455729
-312.005381,302.949597,1.458084
-312.222301,303.150938,1.460526
-312.439763,303.351736,1.463182
-312.657703,303.552204,1.466147
-312.876003,303.752649,1.469468
-313.094564,303.953227,1.473065
-313.313379,304.153804,1.476767
-313.532482,304.354067,1.480415
-313.751912,304.553766,1.483877
-313.971741,304.752810,1.487061
-314.191961,304.951359,1.489909
-314.412432,305.149726,1.492393
-314.633022,305.348154,1.494502
-314.853671,305.546866,1.496251
-315.074347,305.745993,1.497741
