x,y,z
-24.164474,27.005578,1.599125
-24.375798,27.218331,1.599157
-24.586926,27.431425,1.599195
-24.797784,27.645009,1.599237
-25.008308,27.859157,1.599279
-25.218438,28.073906,1.599323
-25.428166,28.289299,1.599367
-25.637506,28.505347,1.599408
-25.846451,28.722025,1.599446
-26.054999,28.939311,1.599482
-26.263154,29.157184,1.599514
-26.470913,29.375608,1.599542
-26.678267,29.594545,1.599569
-26.885209,29.813966,1.599592
-27.091735,30.033839,1.599613
-27.297842,30.254125,1.599632
-27.503532,30.474797,1.599649
-27.708815,30.695826,1.599666
-27.913708,30.917187,1.599682
-28.118233,31.138856,1.599698
-28.322420,31.360808,1.599713
-28.526301,31.583002,1.599726
-28.729903,31.805389,1.599740
-28.933281,32.027964,1.599754
-29.136478,32.250709,1.599765
-29.339517,32.473562,1.599777
-29.542464,32.696476,1.599789
-29.745404,32.919408,1.599799
-29.948397,33.142290,1.599809
-30.151507,33.365039,1.599818
-30.354809,33.587594,1.599828
-30.558345,33.809940,1.599838
-30.762150,34.032058,1.599847
-30.966274,34.253892,1.599857
-31.170778,34.475376,1.599850
-31.375747,34.696420,1.599952
-31.581337,34.916835,1.600479
-31.787742,35.136363,1.601671
-31.995144,35.354751,1.603806
-32.203721,35.571753,1.607046
-32.413673,35.787104,1.611437
-32.625183,36.000571,1.616971
-32.838332,36.212049,1.623598
-33.053119,36.421541,1.631202
-33.269543,36.629089,1.639624
-33.487601,36.834779,1.648695
-33.707245,37.038695,1.658248
-33.928418,37.240904,1.668129
-34.151068,37.441477,1.678198
-34.375138,37.640479,1.688326
-34.600562,37.837973,1.698396
-34.827271,38.033996,1.708302
-35.055226,38.228570,1.717962
-35.284428,38.421711,1.727294
-35.514874,38.613396,1.736221
-35.746563,38.803576,1.744671
-35.979521,38.992223,1.752660
-36.213782,39.179338,1.760393
-36.449349,39.364980,1.768155
-36.686204,39.549259,1.776171
-36.924315,39.732278,1.784588
-37.163654,39.914123,1.793499
-37.404200,40.094862,1.802945
-37.645938,40.274540,1.812909
-37.888829,40.453153,1.823340
-38.132826,40.630680,1.834173
-38.377894,40.807100,1.845321
-38.623973,40.982389,1.856691
-38.870989,41.156520,1.868188
-39.118876,41.329468,1.879716
-39.367564,41.501198,1.891182
-39.616977,41.671662,1.902501
-39.867042,41.840812,1.913598
-40.117741,42.008651,1.924406
-40.369067,42.175187,1.934862
-40.621011,42.340389,1.944918
-40.873590,42.504240,1.954532
-41.126838,42.666739,1.963670
-41.380770,42.827864,1.972288
-41.635356,42.987575,1.980284
-41.890660,43.145911,1.987489
-42.146770,43.302948,1.993754
-42.403676,43.458719,1.998976
-42.661364,43.613281,2.003113
-42.919835,43.766762,2.006166
-43.179048,43.919316,2.008167
-43.438941,44.071074,2.009174
-43.699456,44.222163,2.009257
-43.960529,44.372716,2.008497
-44.222080,44.522860,2.006987
-44.484031,44.672711,2.004811
-44.746312,44.822380,2.002113
-45.008845,44.971974,1.999074
-45.271552,45.121564,1.995858
-45.534386,45.271133,1.992600
-45.797345,45.420623,1.989352
-46.060482,45.570003,1.986102
-46.323665,45.719328,1.982412
-46.586425,45.868891,1.977881
-46.848236,46.019155,1.972346
-47.108674,46.170651,1.965698
-47.367489,46.323867,1.958201
-47.624811,46.479043,1.950322
-47.880917,46.636246,1.942475
-48.135970,46.795502,1.934956
-48.390066,46.956729,1.927999
-48.643418,47.119868,1.921759
-48.896205,47.284901,1.916320
-49.148432,47.451746,1.911654
-49.400084,47.620300,1.907418
-49.651181,47.790507,1.903155
-49.901700,47.962307,1.898490
-50.151612,48.135607,1.893166
-50.400912,48.310328,1.887224
-50.649595,48.486390,1.880941
-50.897628,48.663692,1.874422
-51.144987,48.842163,1.867558
-51.391652,49.021776,1.860218
-51.637599,49.202495,1.852335
-51.882812,49.384289,1.844057
-52.127267,49.567148,1.835716
-52.370920,49.751045,1.827632
-52.613718,49.935965,1.820072
-52.855646,50.121938,1.813203
-53.096689,50.308996,1.807116
-53.336821,50.497153,1.801855
-53.576037,50.686447,1.797429
-53.814347,50.876907,1.793744
-54.051780,51.068526,1.790512
-54.288375,51.261300,1.787411
-54.523916,51.455222,1.784181
-54.757807,51.650302,1.780662
-54.989526,51.846603,1.776902
-55.218868,52.044223,1.773058
-55.445908,52.243234,1.769281
-55.671046,52.443648,1.765637
-55.894756,52.645435,1.762024
-56.117390,52.848555,1.758293
-56.339264,53.052929,1.754327
-56.560640,53.258451,1.750099
-56.781447,53.465055,1.745741
-57.001193,53.672767,1.741437
-57.219414,53.881649,1.737350
-57.435848,54.091760,1.733596
-57.650298,54.303058,1.730231
-57.862921,54.515358,1.727282
-58.074166,54.728412,1.724768
-58.284391,54.942002,1.722678
-58.493875,55.155919,1.720885
-58.702902,55.370015,1.719194
-58.911683,55.584207,1.717435
-59.120324,55.798454,1.715493
-59.328902,56.012742,1.713386
-59.537512,56.227083,1.711206
-59.746209,56.441492,1.709052
-59.955006,56.655991,1.706991
-60.163911,56.870617,1.704984
-60.372934,57.085423,1.702928
-60.582066,57.300461,1.700729
-60.791299,57.515756,1.698353
-61.000691,57.731155,1.695869
-61.210363,57.946255,1.693382
-61.420380,58.160727,1.691003
-61.630752,58.374688,1.688802
-61.841436,58.588366,1.686818
-62.052353,58.801845,1.685078
-62.263436,59.015246,1.683587
-62.474604,59.228716,1.682281
-62.685789,59.442346,1.681039
-62.896966,59.656203,1.679749
-63.108105,59.870347,1.678328
-63.319170,60.084729,1.676760
-63.530198,60.299047,1.675120
-63.741344,60.513038,1.673489
-63.952633,60.726778,1.671928
-64.163990,60.940396,1.670488
-64.375390,61.153932,1.669185
-64.586819,61.367470,1.667960
-64.798221,61.581120,1.666727
-65.009556,61.794928,1.665414
-65.220798,62.008915,1.664008
-65.431911,62.223107,1.662556
-65.642854,62.437498,1.661124
-65.853628,62.652093,1.659765
-66.064233,62.866902,1.658515
-66.274650,63.081911,1.657399
-66.484876,63.297109,1.656430
-66.694912,63.512493,1.655611
-66.904757,63.728052,1.654910
-67.114409,63.943777,1.654250
-67.323875,64.159664,1.653551
-67.533162,64.375711,1.652762
-67.742276,64.591920,1.651887
-67.951226,64.808293,1.650971
-68.160017,65.024826,1.650056
-68.368657,65.241517,1.649161
-68.577200,65.458428,1.648259
-68.785773,65.675694,1.647295
-68.994411,65.893353,1.646230
-69.203089,66.111330,1.645060
-69.411877,66.329381,1.643824
-69.620937,66.547077,1.642584
-69.830418,66.764039,1.641395
-70.040434,66.980091,1.640294
-70.251002,67.195339,1.639299
-70.462050,67.410043,1.638422
-70.673487,67.624408,1.637666
-70.885216,67.838595,1.637000
-71.097138,68.052774,1.636368
-71.309169,68.267070,1.635720
-71.521241,68.481538,1.635024
-71.733318,68.696046,1.634287
-71.945485,68.910227,1.633550
-72.157889,69.123907,1.632842
-72.370502,69.337222,1.632183
-72.583225,69.550290,1.631594
-72.796048,69.763193,1.631073
-73.008949,69.976073,1.630587
-73.221862,70.189036,1.630092
-73.434751,70.402139,1.629557
-73.647600,70.615435,1.628963
-73.860344,70.828927,1.628322
-74.072898,71.042573,1.627679
-74.285330,71.256466,1.627057
-74.497673,71.470634,1.626467
-74.709922,71.684850,1.625922
-74.922216,71.898708,1.625435
-75.134721,72.111921,1.624992
-75.347448,72.324533,1.624563
-75.560340,72.536726,1.624118
-75.773375,72.748609,1.623632
-75.986416,72.960186,1.623059
-76.198939,73.171106,1.622410
-76.410651,73.381185,1.621730
-76.621806,73.590738,1.621047
-76.832536,73.799934,1.620387
-77.042823,74.008741,1.619777
-77.252809,74.217268,1.619202
-77.462638,74.425633,1.618633
-77.672352,74.633702,1.618052
-77.882023,74.841123,1.617462
-78.091762,75.047592,1.616884
-78.301655,75.252942,1.616339
-78.511771,75.457244,1.615845
-78.722172,75.660783,1.615409
-78.932904,75.863831,1.615037
-79.144004,76.066603,1.614731
-79.355497,76.269320,1.614488
-79.567414,76.472127,1.614287
-79.779831,76.674901,1.614100
-79.992869,76.877341,1.613908
-80.206626,77.079215,1.613697
-80.421141,77.280447,1.613471
-80.636382,77.481198,1.613238
-80.852270,77.681732,1.613010
-81.068738,77.882239,1.612786
-81.285768,78.082696,1.612552
-81.503406,78.282860,1.612297
-81.721701,78.482485,1.612015
-81.940678,78.681426,1.611707
-82.160306,78.879725,1.611386
-82.380478,79.077673,1.611066
-82.601075,79.275569,1.610761
-82.822021,79.473547,1.610474
-83.043327,79.671475,1.610209
-83.265062,79.869067,1.609972
-83.487284,80.066096,1.609765
-83.710018,80.262449,1.609583
-83.933208,80.458276,1.609410
-84.156740,80.653898,1.609235
-84.380522,80.849559,1.609052
-84.604481,81.045447,1.608861
-84.828542,81.241740,1.608666
-85.052684,81.438414,1.608463
-85.276981,81.635137,1.608260
-85.501520,81.831559,1.608070
-85.726362,82.027444,1.607899
-85.951549,82.222639,1.607744
-86.177036,82.417272,1.607595
-86.402712,82.611673,1.607444
-86.628487,82.806091,1.607289
-86.854287,83.000715,1.607134
-87.080039,83.195728,1.606979
-87.305730,83.391112,1.606820
-87.531446,83.586537,1.606664
-87.757289,83.781663,1.606520
-87.983331,83.976270,1.606394
-88.209601,84.170296,1.606292
-88.436046,84.363954,1.606208
-88.662586,84.557530,1.606134
-88.889159,84.751227,1.606061
-89.115706,84.945225,1.605982
-89.342178,85.139651,1.605885
-89.568608,85.334343,1.605768
-89.795100,85.528927,1.605643
-90.021742,85.723110,1.605518
-90.248591,85.916724,1.605398
-90.475646,86.109812,1.605280
-90.702835,86.302645,1.605159
-90.930084,86.495480,1.605034
-91.157336,86.688500,1.604905
-91.384528,86.881895,1.604777
-91.611607,87.075782,1.604644
-91.838578,87.270016,1.604507
-92.065482,87.464288,1.604372
-92.292325,87.658393,1.604248
-92.519074,87.852254,1.604141
-92.745672,88.045978,1.604057
-92.972020,88.239867,1.603995
-93.197975,88.434248,1.603948
-93.423366,88.629417,1.603913
-93.647983,88.825682,1.603884
-93.871577,89.023332,1.603858
-94.093894,89.222599,1.603836
-94.314668,89.423679,1.603822
-94.533617,89.626748,1.603814
-94.750477,89.831934,1.603807
-94.965019,90.039320,1.603795
-95.177043,90.248964,1.603774
-95.386381,90.460911,1.603739
-95.592900,90.675184,1.603692
-95.796493,90.891797,1.603635
-95.997078,91.110753,1.603549
-96.194581,91.332065,1.603433
-96.388782,91.555852,1.603333
-96.579273,91.782330,1.603213
-96.765676,92.011706,1.603161
-96.947676,92.244128,1.603266
-97.124909,92.479728,1.603551
-97.297058,92.718604,1.603997
-97.464097,92.960700,1.604582
-97.626242,93.205817,1.605327
-97.783692,93.453747,1.606255
-97.936622,93.704314,1.607386
-98.085236,93.957377,1.608736
-98.229607,94.212872,1.610337
-98.369403,94.470865,1.612172
-98.504086,94.731487,1.614179
-98.633251,94.994803,1.616293
-98.756568,95.260823,1.618441
-98.873795,95.529500,1.620490
-98.985357,95.800568,1.622229
-99.092657,96.073450,1.623683
-99.197185,96.347545,1.624952
-99.299893,96.622445,1.626114
-99.400904,96.898022,1.627056
-99.499587,97.174437,1.627833
-99.595216,97.451864,1.628560
-99.687079,97.730422,1.629218
-99.774411,98.010251,1.629792
-99.856619,98.291421,1.630271
-99.933490,98.573822,1.630602
-100.005177,98.857291,1.630782
-100.071930,99.141809,1.630821
-100.133964,99.427318,1.630734
-100.191498,99.713695,1.630557
-100.244732,100.000881,1.630318
-100.293818,100.288837,1.630038
-100.338896,100.577495,1.629732
-100.380149,100.866813,1.629414
-100.417788,101.156781,1.629097
-100.452005,101.447383,1.628793
-100.482975,101.738605,1.628513
-100.510846,102.030454,1.628265
-100.535731,102.322944,1.628054
-100.557721,102.616101,1.627884
-100.576891,102.909959,1.627752
-100.593326,103.204527,1.627655
-100.607130,103.499824,1.627592
-100.618424,103.795881,1.627550
-100.627445,104.092646,1.627500
-100.634686,104.389898,1.627439
-100.640700,104.687381,1.627387
-100.645873,104.984900,1.627355
-100.650508,105.282277,1.627345
-100.654878,105.579340,1.627360
-100.659208,105.875937,1.627399
-100.663680,106.171931,1.627456
-100.668460,106.467202,1.627527
-100.673687,106.761657,1.627607
-100.679478,107.055232,1.627690
-100.685946,107.347867,1.627775
-100.693200,107.639565,1.627857
-100.701346,107.930363,1.627935
-100.710498,108.220251,1.628006
-100.720765,108.509251,1.628069
-100.732226,108.797444,1.628124
-100.744924,109.084912,1.628167
-100.758872,109.371714,1.628196
-100.774036,109.657889,1.628212
-100.790335,109.943496,1.628214
-100.807655,110.228606,1.628204
-100.825868,110.513278,1.628183
-100.844838,110.797593,1.628154
-100.864437,111.081636,1.628118
-100.884544,111.365490,1.628079
-100.905045,111.649234,1.628038
-100.925839,111.932972,1.627998
-100.946825,112.216791,1.627958
-100.967903,112.500727,1.627921
-100.988976,112.784821,1.627887
-101.009949,113.069112,1.627858
-101.030740,113.353632,1.627833
-101.051276,113.638401,1.627815
-101.071492,113.923457,1.627801
-101.091325,114.208832,1.627793
-101.110721,114.494540,1.627790
-101.129636,114.780603,1.627792
-101.148042,115.067055,1.627795
-101.165923,115.353862,1.627796
-101.183273,115.640960,1.627798
-101.200096,115.928340,1.627801
-101.216401,116.215999,1.627803
-101.232193,116.503915,1.627803
-101.247484,116.792051,1.627805
-101.262292,117.080407,1.627804
-101.276622,117.368942,1.627800
-101.290478,117.657607,1.627798
-101.303868,117.946411,1.627794
-101.316803,118.235323,1.627787
-101.329292,118.524287,1.627782
-101.341346,118.813305,1.627777
-101.352977,119.102384,1.627770
-101.364189,119.391476,1.627765
-101.374988,119.680594,1.627759
-101.385383,119.969716,1.627751
-101.395379,120.258790,1.627745
-101.404980,120.547838,1.627742
-101.414190,120.836901,1.627736
-101.423010,121.125931,1.627730
-101.431441,121.414894,1.627725
-101.439482,121.703791,1.627719
-101.447134,121.992618,1.627715
-101.454400,122.281388,1.627713
-101.461280,122.570142,1.627711
-101.467778,122.858884,1.627709
-101.473895,123.147621,1.627710
-101.479637,123.436392,1.627707
-101.485004,123.725144,1.627704
-101.489994,124.013870,1.627704
-101.494603,124.302645,1.627700
-101.498837,124.591413,1.627694
-101.502694,124.880118,1.627692
-101.506177,125.168847,1.627688
-101.509290,125.457606,1.627684
-101.512048,125.746359,1.627681
-101.514456,126.035132,1.627680
-101.516505,126.323951,1.627677
-101.518195,126.612794,1.627675
-101.519529,126.901674,1.627674
-101.520509,127.190600,1.627670
-101.521135,127.479533,1.627665
-101.521404,127.768454,1.627660
-101.521307,128.057369,1.627656
-101.520839,128.346313,1.627650
-101.520004,128.635298,1.627642
-101.518815,128.924305,1.627634
-101.517286,129.213361,1.627625
-101.515436,129.502460,1.627614
-101.513270,129.791547,1.627605
-101.510775,130.080636,1.627599
-101.507941,130.369767,1.627591
-101.504775,130.658890,1.627583
-101.501282,130.947974,1.627578
-101.497469,131.237055,1.627573
-101.493350,131.526115,1.627566
-101.488939,131.815108,1.627562
-101.484244,132.104070,1.627558
-101.479270,132.393015,1.627554
-101.474031,132.681908,1.627551
-101.468542,132.970762,1.627548
-101.462813,133.259572,1.627543
-101.456856,133.548310,1.627540
-101.450691,133.836983,1.627537
-101.444335,134.125595,1.627534
-101.437806,134.414155,1.627531
-101.431123,134.702674,1.627528
-101.424303,134.991147,1.627525
-101.417363,135.279563,1.627521
-101.410317,135.567903,1.627517
-101.403177,135.856175,1.627512
-101.395956,136.144352,1.627505
-101.388673,136.432390,1.627500
-101.381354,136.720337,1.627498
-101.374023,137.008235,1.627494
-101.366704,137.296082,1.627493
-101.359417,137.583883,1.627489
-101.352178,137.871605,1.627485
-101.345006,138.159243,1.627483
-101.337920,138.446831,1.627478
-101.330934,138.734348,1.627475
-101.324065,139.021801,1.627473
-101.317338,139.309218,1.627471
-101.310774,139.596614,1.627468
-101.304381,139.883963,1.627465
-101.298169,140.171256,1.627463
-101.292154,140.458525,1.627461
-101.286343,140.745776,1.627457
-101.280743,141.032986,1.627455
-101.275358,141.320180,1.627453
-101.270191,141.607369,1.627447
-101.265250,141.894387,1.627410
-101.260552,142.180640,1.627357
-101.256103,142.465783,1.627312
-101.251911,142.750057,1.627274
-101.248005,143.033615,1.627243
-101.244425,143.316433,1.627225
-101.241200,143.598672,1.627219
-101.238358,143.880521,1.627218
-101.235918,144.162031,1.627226
-101.233888,144.443308,1.627240
-101.232257,144.724490,1.627257
-101.231016,145.005644,1.627276
-101.230151,145.286826,1.627297
-101.229633,145.568113,1.627317
-101.229431,145.849560,1.627334
-101.229511,146.131184,1.627349
-101.229827,146.413014,1.627362
-101.230333,146.695090,1.627374
-101.230984,146.977450,1.627384
-101.231745,147.260121,1.627391
-101.232585,147.543102,1.627394
-101.233471,147.826368,1.627394
-101.234374,148.109918,1.627392
-101.235280,148.393769,1.627390
-101.236172,148.677947,1.627387
-101.237029,148.962446,1.627381
-101.237840,149.247253,1.627374
-101.238596,149.532358,1.627364
-101.239290,149.817730,1.627354
-101.239915,150.103354,1.627343
-101.240460,150.389226,1.627331
-101.240916,150.675313,1.627321
-101.241284,150.961612,1.627311
-101.241565,151.248118,1.627300
-101.241764,151.534802,1.627290
-101.241884,151.821632,1.627280
-101.241934,152.108578,1.627271
-101.241917,152.395639,1.627263
-101.241840,152.682810,1.627254
-101.241705,152.970035,1.627242
-101.241515,153.257210,1.627232
-101.241262,153.544360,1.627228
-101.240925,153.831601,1.627225
-101.240481,154.118927,1.627222
-101.239902,154.406303,1.627222
-101.239134,154.693755,1.627221
-101.238105,154.981280,1.627221
-101.236738,155.268867,1.627222
-101.234942,155.556547,1.627227
-101.232635,155.844380,1.627233
-101.229749,156.132383,1.627239
-101.226241,156.420551,1.627245
-101.222065,156.708894,1.627251
-101.217157,156.997414,1.627255
-101.211479,157.286094,1.627256
-101.205027,157.574922,1.627257
-101.197807,157.863924,1.627257
-101.189833,158.153107,1.627253
-101.181151,158.442449,1.627247
-101.171846,158.731953,1.627241
-101.162025,159.021656,1.627231
-101.151819,159.311552,1.627220
-101.141376,159.601632,1.627206
-101.130867,159.891855,1.627188
-101.120458,160.182132,1.627169
-101.110293,160.472419,1.627151
-101.100479,160.762685,1.627133
-101.091063,161.052868,1.627116
-101.082025,161.342923,1.627101
-101.073310,161.632811,1.627085
-101.064867,161.922500,1.627073
-101.056650,162.212047,1.627066
-101.048619,162.501507,1.627061
-101.040734,162.790911,1.627061
-101.032977,163.080309,1.627066
-101.025356,163.369768,1.627074
-101.017860,163.659357,1.627086
-101.010477,163.949161,1.627100
-101.003242,164.239253,1.627117
-100.996204,164.529758,1.627151
-100.989290,164.821014,1.627203
-100.982339,165.113442,1.627273
-100.975198,165.407362,1.627347
-100.967724,165.702929,1.627429
-100.959757,166.000287,1.627509
-100.951176,166.299567,1.627540
-100.941929,166.600780,1.627445
-100.932489,166.903596,1.627186
-100.924444,167.207276,1.626784
-100.919708,167.511106,1.626324
-100.919632,167.814416,1.625787
-100.925072,168.116028,1.625241
-100.937019,168.415277,1.624757
-100.956460,168.712400,1.624357
-100.984226,169.007213,1.624155
-101.021363,169.299134,1.624201
-101.069062,169.587702,1.624421
-101.128051,169.872419,1.624620
-101.197658,170.152989,1.624001
-101.275236,170.429984,1.622244
-101.357453,170.704421,1.619963
-101.441555,170.977113,1.617591
-101.525147,171.248878,1.615403
-101.606018,171.520542,1.613659
-101.682522,171.792738,1.612486
-101.753565,172.065999,1.611873
-101.818234,172.340774,1.611692
-101.875583,172.617222,1.611596
-101.924857,172.894354,1.611505
-101.965721,173.169467,1.611488
-101.998114,173.439845,1.611621
-102.022210,173.703682,1.612062
-102.038297,173.959335,1.612837
-102.047739,174.253438,1.613865
-102.048236,174.533161,1.614389
-102.042078,174.800204,1.612955
-102.030156,175.058218,1.610145
-102.014003,175.311817,1.604980
-101.995518,175.564372,1.598897
-101.977547,175.815234,1.593424
-101.962006,176.102131,1.587921
-101.953359,176.382308,1.584391
-101.952508,176.653505,1.582853
-101.961408,176.913431,1.582909
-101.985392,177.194597,1.584568
-102.026269,177.456167,1.587146
-102.093692,177.724776,1.590707
-102.184383,177.962719,1.594279
-102.311290,178.187995,1.597524
-102.478050,178.388166,1.598750
-102.683511,178.559929,1.597756
-102.905800,178.693689,1.595935
-103.138011,178.796905,1.593813
-103.391633,178.887171,1.591651
-103.636995,178.966055,1.590276
-103.882656,179.041265,1.589773
-104.125515,179.110303,1.590497
-104.361179,179.196240,1.592109
-104.154390,179.337333,1.592575
-103.907956,179.400524,1.594784
-103.661533,179.472291,1.598016
-103.910407,179.503325,1.594099
-104.160057,179.470241,1.590936
-104.422676,179.437117,1.589595
-104.678282,179.407387,1.589717
-104.939392,179.381403,1.588807
-105.197273,179.366060,1.589128
-105.446767,179.384756,1.595663
-105.377888,179.629685,1.602251
-105.271207,179.857570,1.602824
-105.165463,179.625536,1.606394
-105.153865,179.375397,1.604616
-105.133112,179.123536,1.602425
-105.103660,178.870146,1.600131
-105.065583,178.598965,1.598059
-105.025422,178.341531,1.596273
-104.981235,178.072784,1.594578
-104.940297,177.825544,1.593428
-104.898972,177.570860,1.592620
-104.857226,177.308316,1.592157
-104.814734,177.037351,1.591964
-104.772245,176.757815,1.591916
-104.741199,176.507352,1.592182
-104.725339,176.253401,1.593220
-104.731857,175.997779,1.595280
-104.766218,175.742263,1.597709
-104.830536,175.488271,1.599836
-104.924652,175.236952,1.601237
-105.047521,174.989485,1.601813
-105.197708,174.747072,1.601700
-105.346900,174.544653,1.601158
-105.513784,174.348508,1.600371
-105.697398,174.159614,1.599441
-105.896762,173.978830,1.598406
-106.110741,173.806688,1.597243
-106.338036,173.643434,1.596040
-106.577436,173.489533,1.594882
-106.827932,173.345304,1.593762
-107.088512,173.210729,1.592736
-107.358325,173.085605,1.591793
-107.589746,172.988131,1.591075
-107.826762,172.896444,1.590456
-108.069094,172.810313,1.589951
-108.316547,172.729552,1.589562
-108.568957,172.654030,1.589316
-108.826276,172.583797,1.589241
-109.088628,172.519047,1.589310
-109.356141,172.459993,1.589499
-109.628893,172.406862,1.589797
-109.906968,172.359934,1.590175
-110.190421,172.319483,1.590579
-110.479301,172.285556,1.590960
-110.773697,172.257921,1.591294
-111.073587,172.236392,1.591570
-111.378787,172.220947,1.591776
-111.689055,172.211567,1.591862
-111.940655,172.208455,1.591762
-112.194511,172.209439,1.591395
-112.449044,172.214855,1.590781
-112.702269,172.224974,1.590091
-112.952499,172.239939,1.589515
-113.259238,172.265581,1.589132
-113.557249,172.298904,1.589160
-113.844674,172.339666,1.589480
-114.120588,172.387497,1.589880
-114.384819,172.441602,1.590177
-114.637457,172.500799,1.590371
-114.925496,172.577158,1.590496
-115.197634,172.657983,1.590173
-115.456788,172.741566,1.588999
-115.707832,172.826330,1.587284
-115.954785,172.910851,1.585381
-116.201958,172.993298,1.583753
-116.453742,173.071592,1.582664
-116.713170,173.143511,1.582457
-116.982410,173.206519,1.583102
-117.262608,173.257900,1.584265
-117.553840,173.295704,1.585598
-117.804572,173.316113,1.586630
-118.061966,173.326115,1.587444
-118.325260,173.325666,1.587972
-118.593724,173.314997,1.588194
-118.866638,173.294500,1.588128
-119.143240,173.264601,1.587819
-119.422797,173.225768,1.587304
-119.704613,173.178574,1.586596
-119.987989,173.123744,1.585727
-120.272308,173.062037,1.584767
-120.557079,172.994209,1.583766
-120.841906,172.921157,1.582755
-121.126460,172.843864,1.581789
-121.410494,172.763226,1.580935
-121.694053,172.680070,1.580212
-121.977362,172.595353,1.579605
-122.260608,172.510059,1.579141
-122.543948,172.424889,1.578830
-122.827530,172.340398,1.578656
-123.111432,172.257397,1.578605
-123.395692,172.176837,1.578675
-123.680381,172.099513,1.578869
-123.965575,172.026126,1.579165
-124.251324,171.957278,1.579528
-124.537669,171.893395,1.579925
-124.824635,171.834766,1.580322
-125.112219,171.781591,1.580688
-125.400396,171.733956,1.580990
-125.689142,171.691867,1.581215
-125.978438,171.655347,1.581357
-126.268259,171.624405,1.581401
-126.558538,171.598907,1.581366
-126.849163,171.578603,1.581260
