trial,started_at,ended_at,outcome,duration_s,path_m,average_speed_mps,max_speed_mps,final_x,final_y,final_z,final_error_m,final_speed_mps,collision,session_dir,console_log,detail
1,2026-09-06T12:45:06.901+08:00,2026-09-06T12:45:50.456+08:00,success,35.606306451023556,153.32540086556284,4.306130462491575,5.652310527741453,0.06090268358703134,140.08510107612585,1.5975591456835874,0.10467706432487535,0.29988230067358884,False,/mnt/code/lab/yopo/OpenSeek/log_scalenav/session_20260906_124509_370,/mnt/code/lab/yopo/OpenSeek/scalenav_ws/src/aut_test/results/run_20260906_124506_1688186/trial_0001_stack.log,goal position and settling-speed tolerances satisfied
