x,y
-100.941929,166.600780
-100.932489,166.903596
-100.924444,167.207276
-100.919708,167.511106
-100.919632,167.814416
-100.925072,168.116028
-100.937019,168.415277
-100.956460,168.712400
-100.984226,169.007213
-101.021363,169.299134
-101.069062,169.587702
-101.128051,169.872419
-101.197658,170.152989
-101.275236,170.429984
-101.357453,170.704421
-101.441555,170.977113
-101.525147,171.248878
-101.606018,171.520542
-101.682522,171.792738
-101.753565,172.065999
-101.818234,172.340774
-101.875583,172.617222
-101.924857,172.894354
-101.965721,173.169467
-101.998114,173.439845
-102.022210,173.703682
-102.038297,173.959335
-102.047739,174.253438
-102.048236,174.533161
-102.042078,174.800204
-102.030156,175.058218
-102.014003,175.311817
-101.995518,175.564372
-101.977547,175.815234
-101.962006,176.102131
-101.953359,176.382308
-101.952508,176.653505
-101.961408,176.913431
-101.985392,177.194597
-102.026269,177.456167
-102.093692,177.724776
-102.184383,177.962719
-102.311290,178.187995
-102.478050,178.388166
-102.683511,178.559929
-102.905800,178.693689
-103.138011,178.796905
-103.391633,178.887171
-103.636995,178.966055
-103.882656,179.041265
-104.125515,179.110303
-104.361179,179.196240
-104.154390,179.337333
-103.907956,179.400524
-103.661533,179.472291
-103.910407,179.503325
-104.160057,179.470241
-104.422676,179.437117
-104.678282,179.407387
-104.939392,179.381403
-105.197273,179.366060
-105.446767,179.384756
-105.377888,179.629685
-105.271207,179.857570
-105.165463,179.625536
-105.153865,179.375397
-105.133112,179.123536
-105.103660,178.870146
-105.065583,178.598965
-105.025422,178.341531
-104.981235,178.072784
-104.940297,177.825544
-104.898972,177.570860
-104.857226,177.308316
-104.814734,177.037351
-104.772245,176.757815
-104.741199,176.507352
-104.725339,176.253401
-104.731857,175.997779
-104.766218,175.742263
-104.830536,175.488271
-104.924652,175.236952
-105.047521,174.989485
-105.197708,174.747072
-105.346900,174.544653
-105.513784,174.348508
-105.697398,174.159614
-105.896762,173.978830
-106.110741,173.806688
-106.338036,173.643434
-106.577436,173.489533
-106.827932,173.345304
-107.088512,173.210729
-107.358325,173.085605
-107.589746,172.988131
-107.826762,172.896444
-108.069094,172.810313
-108.316547,172.729552
-108.568957,172.654030
-108.826276,172.583797
-109.088628,172.519047
-109.356141,172.459993
-109.628893,172.406862
-109.906968,172.359934
-110.190421,172.319483
-110.479301,172.285556
-110.773697,172.257921
-111.073587,172.236392
-111.378787,172.220947
-111.689055,172.211567
-111.940655,172.208455
-112.194511,172.209439
-112.449044,172.214855
-112.702269,172.224974
-112.952499,172.239939
-113.259238,172.265581
-113.557249,172.298904
-113.844674,172.339666
-114.120588,172.387497
-114.384819,172.441602
-114.637457,172.500799
-114.925496,172.577158
-115.197634,172.657983
-115.456788,172.741566
-115.707832,172.826330
-115.954785,172.910851
-116.201958,172.993298
-116.453742,173.071592
-116.713170,173.143511
-116.982410,173.206519
-117.262608,173.257900
-117.553840,173.295704
-117.804572,173.316113
-118.061966,173.326115
-118.325260,173.325666
-118.593724,173.314997
-118.866638,173.294500
-119.143240,173.264601
-119.422797,173.225768
-119.704613,173.178574
-119.987989,173.123744
-120.272308,173.062037
-120.557079,172.994209
-120.841906,172.921157
-121.126460,172.843864
-121.410494,172.763226
-121.694053,172.680070
-121.977362,172.595353
-122.260608,172.510059
-122.543948,172.424889
-122.827530,172.340398
-123.111432,172.257397
-123.395692,172.176837
-123.680381,172.099513
-123.965575,172.026126
-124.251324,171.957278
-124.537669,171.893395
-124.824635,171.834766
-125.112219,171.781591
-125.400396,171.733956
-125.689142,171.691867
-125.978438,171.655347
-126.268259,171.624405
-126.558538,171.598907
-126.849163,171.578603
-127.140009,171.563196
-127.431011,171.552362
-127.722165,171.545811
-128.013502,171.543430
-128.305075,171.545531
-128.596848,171.552531
-128.888770,171.564168
-129.180839,171.579743
-129.473027,171.598810
-129.765260,171.621020
-130.057479,171.645938
-130.349672,171.673410
-130.641702,171.704005
-130.933313,171.738668
-131.224297,171.778113
-131.514457,171.822903
-131.803554,171.873563
-132.091407,171.930455
-132.377896,171.993730
-132.662791,172.063311
-132.945459,172.138830
-133.225455,172.219968
-133.502913,172.306678
-133.777939,172.398859
-134.050542,172.496364
-134.320910,172.599138
-134.589258,172.707018
-134.855771,172.819648
-135.120914,172.936643
-135.385346,173.057575
-135.649662,173.181855
-135.914492,173.308818
-136.180312,173.437738
-136.447266,173.567793
-136.715294,173.698232
-136.984304,173.828467
-137.254139,173.958035
-137.524555,174.086608
-137.795240,174.214042
-138.065837,174.340319
-138.336027,174.465459
-138.605521,174.589506
-138.873971,174.712535
-139.140971,174.834686
-139.406273,174.956380
-139.669865,175.078434
-139.931820,175.201608
-140.192264,175.326436
-140.451318,175.453494
-140.709029,175.583353
-140.965398,175.716403
-141.220416,175.853107
-141.473980,175.994055
-141.725923,176.139671
-141.976029,176.290403
-142.223968,176.446842
-142.469215,176.609466
-142.711129,176.778690
-142.949073,176.955034
-143.182422,177.138875
-143.410700,177.330114
-143.633616,177.528351
-143.850949,177.733059
-144.062627,177.943488
-144.268741,178.159093
-144.469510,178.379179
-144.665119,178.601764
-144.855634,178.824474
-145.040631,179.047133
-145.219243,179.271044
-145.390937,179.496825
-145.555390,179.724942
-145.712157,179.956307
-145.860891,180.191637
-146.001350,180.431328
-146.133304,180.675699
-146.256769,180.924753
-146.372003,181.178108
-146.479271,181.435257
-146.578859,181.695658
-146.671168,181.958724
-146.756625,182.223869
-146.835665,182.490479
-146.908973,182.757963
-146.977550,183.025843
-147.042161,183.293143
-147.102839,183.557774
-147.159375,183.817477
-147.211592,184.070535
-147.268411,184.363252
-147.319355,184.641719
-147.365005,184.904654
-147.405587,185.151599
-147.447505,185.418582
-147.489913,185.694793
-147.532711,185.969172
-147.579043,186.234965
-147.633010,186.489347
-147.697749,186.746549
-147.767894,186.999537
-147.838924,187.243896
-147.929946,187.487345
-148.090646,187.682752
-148.317962,187.789795
-148.464697,188.009362
-148.519665,188.257671
-148.551111,188.516429
-148.571809,188.794967
-148.584206,189.074642
-148.591552,189.340990
-148.597696,189.625257
-148.603735,189.882135
-148.611173,190.150545
-148.619715,190.429840
-148.629143,190.719469
-148.639568,191.019012
-148.649112,191.275981
-148.659556,191.539496
-148.671004,191.809484
-148.683425,192.085901
-148.696730,192.368729
-148.710882,192.657941
-148.725841,192.953264
-148.741482,193.253826
-148.757674,193.558469
-148.774409,193.866240
-148.791663,194.176262
-148.809318,194.487611
-148.827249,194.799464
-148.845254,195.111021
-148.862976,195.421400
-148.880050,195.729740
-148.896195,196.035244
-148.911285,196.337321
-148.925380,196.635674
-148.938479,196.930118
-148.950478,197.220508
-148.961336,197.506833
-148.971062,197.789143
-148.979638,198.067373
-148.987000,198.341415
-148.993019,198.611195
-148.997715,198.876529
-149.001279,199.137547
-149.003778,199.395683
-149.005143,199.652984
-149.005363,199.910949
-149.004773,200.170735
-149.003928,200.433550
-149.002949,200.700184
-149.001726,200.970958
-149.000497,201.246049
-148.999562,201.525398
-148.998959,201.808583
-148.998717,202.094943
-148.998844,202.383841
-148.999053,202.674871
-148.998977,202.967680
-148.998428,203.262028
-148.997260,203.557821
-148.995109,203.854911
-148.991599,204.153174
-148.986508,204.452567
-148.979494,204.752944
-148.969966,205.053985
-148.957158,205.355240
-148.940300,205.656250
-148.918792,205.956692
-148.892158,206.256304
-148.859962,206.554791
-148.821862,206.851895
-148.777615,207.147418
-148.727093,207.441234
-148.670280,207.733333
-148.607225,208.023801
-148.538049,208.312770
-148.463071,208.600421
-148.382779,208.886958
-148.297742,209.172711
-148.208801,209.458000
-148.117164,209.742975
-148.023983,210.027722
-147.930056,210.312304
-147.836085,210.596738
-147.742784,210.881032
-147.650678,211.165191
-147.560091,211.449234
-147.471257,211.733226
-147.384301,212.017234
-147.299269,212.301319
-147.216208,212.585550
-147.135187,212.869993
-147.056267,213.154704
-146.979521,213.439729
-146.905058,213.725103
-146.832969,214.010914
-146.763261,214.297298
-146.695930,214.584345
-146.631006,214.872133
-146.568556,215.160730
-146.508693,215.450145
-146.451562,215.740285
-146.397311,216.030956
-146.346054,216.322045
-146.297685,216.613650
-146.251780,216.906159
-146.207896,217.200026
-146.165778,217.495100
-146.125206,217.790958
-146.085827,218.088060
-146.047392,218.386787
-146.009788,218.686832
-145.972882,218.987906
-145.936540,219.289919
-145.900866,219.592577
-145.866523,219.895431
-145.834802,220.198123
-145.807629,220.500460
-145.786870,220.802177
-145.773871,221.102907
-145.769758,221.402497
-145.775526,221.700972
-145.791887,221.998225
-145.819345,222.294063
-145.858220,222.588286
-145.908345,222.880671
-145.969006,223.170980
-146.039415,223.459049
-146.118944,223.744817
-146.207009,224.028185
-146.303041,224.309062
-146.406492,224.587414
-146.516814,224.863132
-146.633478,225.136048
-146.756021,225.406077
-146.884027,225.673212
-147.017105,225.937423
-147.154914,226.198712
-147.297133,226.457135
-147.443479,226.712773
-147.593690,226.965718
-147.747376,227.216274
-147.903999,227.464980
-148.063107,227.712270
-148.224484,227.958310
-148.388109,228.203005
-148.553964,228.446179
-148.722023,228.687704
-148.892300,228.927467
-149.064731,229.165460
-149.239066,229.401951
-149.415047,229.637306
-149.592534,229.871785
-149.771488,230.105396
-149.951979,230.337912
-150.134115,230.569114
-150.317924,230.798919
-150.503287,231.027524
-150.690027,231.255258
-150.877981,231.482251
-151.067129,231.708374
-151.257599,231.933412
-151.449484,232.157210
-151.642717,232.379813
-151.837135,232.601487
-152.032597,232.822488
-152.229025,233.042934
-152.426422,233.262660
-152.624882,233.481372
-152.824524,233.698901
-153.025343,233.915258
-153.227210,234.130708
-153.429976,234.345543
-153.633483,234.559950
-153.837628,234.774160
-154.042372,234.988249
-154.247764,235.201879
-154.453830,235.414580
-154.660593,235.626096
-154.868213,235.836594
-155.076675,236.046389
-155.285827,236.255707
-155.495583,236.464752
-155.705872,236.673745
-155.916589,236.882724
-156.127794,237.091429
-156.339646,237.299499
-156.552158,237.506642
-156.765364,237.712871
-156.979256,237.918495
-157.193708,238.123800
-157.408587,238.328996
-157.623783,238.534313
-157.839202,238.739989
-158.054767,238.946060
-158.270499,239.152223
-158.486451,239.358260
-158.702542,239.564321
-158.918725,239.770632
-159.135007,239.977299
-159.351289,240.184405
-159.567453,240.392069
-159.783451,240.600388
-159.999227,240.809411
-160.214686,241.019140
-160.429757,241.229555
-160.644398,241.440617
-160.858567,241.652267
-161.072265,241.864464
-161.285534,242.077176
-161.498387,242.290309
-161.710861,242.503784
-161.923026,242.717548
-162.134918,242.931501
-162.346616,243.145576
-162.558219,243.359755
-162.769759,243.573998
-162.981270,243.788286
-163.192799,244.002624
-163.404340,244.217010
-163.615871,244.431470
-163.827394,244.646060
-164.038886,244.860807
-164.250302,245.075727
-164.461608,245.290842
-164.672770,245.506160
-164.883721,245.721655
-165.094399,245.937314
-165.304810,246.153185
-165.514955,246.369325
-165.724781,246.585768
-165.934241,246.802558
-166.143313,247.019747
-166.351966,247.237390
-166.560165,247.455527
-166.767889,247.674180
-166.975167,247.893396
-167.182010,248.113158
-167.388475,248.333392
-167.594806,248.553738
-167.801388,248.773569
-168.008394,248.992666
-168.215749,249.211264
-168.423423,249.429506
-168.631418,249.647434
-168.839663,249.865161
-169.048125,250.082803
-169.256825,250.300402
-169.465722,250.517945
-169.674779,250.735418
-169.884022,250.952822
-170.093465,251.170140
-170.303122,251.387349
-170.513023,251.604410
-170.723179,251.821265
-170.933597,252.037861
-171.144306,252.254178
-171.355277,252.470167
-171.566541,252.685842
-171.778150,252.901245
-171.990089,253.116334
-172.202372,253.331092
-172.415032,253.545531
-172.628068,253.759620
-172.841484,253.973319
-173.055306,254.186595
-173.269524,254.399384
-173.484136,254.611645
-173.699234,254.823447
-173.914883,255.034833
-174.131077,255.245753
-174.347866,255.456195
-174.565317,255.666131
-174.783486,255.875480
-175.002456,256.084191
-175.222292,256.292173
-175.443028,256.499245
-175.664733,256.705288
-175.887510,256.910241
-176.111444,257.114003
-176.336613,257.316497
-176.563070,257.517646
-176.790775,257.717163
-177.019702,257.914710
-177.249972,258.110213
-177.481727,258.303662
-177.715021,258.494946
-177.949901,258.683952
-178.186505,258.870632
-178.424936,259.054904
-178.665181,259.236647
-178.907198,259.415804
-179.150906,259.592362
-179.396182,259.766325
-179.642945,259.937779
-179.891117,260.106831
